patent_title,IPC_1,IPC_2,IPC_3,IPC_4,inventor_countries,coords
Storage cell for nonvolatile electrically alterable memory,G11C,,,,"[""IT""]","[[""45.6257"", ""9.03733""], [""44.4161"", ""12.2018""]]"
Charge transfer circuits with dark current compensation,G11C,H01L,,,"[""US""]","[[""40.4201"", ""-74.7146""]]"
Integrated rectifier circuit,G11C,H01L,,,"[""DE""]","[[""48.0849"", ""11.8277""], [""48.1371"", ""11.5754""]]"
Method for fabricating CMOS devices with guardband,H01L,,,,"[""US""]","[[""37.3541"", ""-121.955""]]"
Fabrication method for vertical PNP structure with Schottky barrier diode emitter utilizing ion implantation,H01L,,,,"[""US""]","[[""35.7883"", ""-78.7812""], [""37.0065"", ""-121.563""], [""38.7509"", ""-77.4753""]]"
Method for manufacturing a hybrid integrated circuit device,H05K,H01L,,,"[""JP""]","[[""35.2731"", ""139.665""], [""35.445"", ""139.637""], [""33.883"", ""130.875""], [""35.6828"", ""139.759""], [""35.3295"", ""139.405""]]"
"Method for manufacturing semiconductor device utilizing selective masking, etching and oxidation",H01L,,,,"[""JP""]","[[""35.445"", ""139.637""]]"
Cast solder leads for leadless semiconductor circuits,B23K,,,,"[""US""]","[[""40.3334"", ""-74.6004""]]"
Method of making integrated circuits utilizing ion implantation and selective epitaxial growth,H01L,,,,"[""US""]","[[""42.8142"", ""-73.9396""], [""42.8142"", ""-73.9396""]]"
Materials and methods for plasma etching of aluminum and aluminum alloys,C23F,,,,"[""US""]","[[""37.3797"", ""-122.137""], [""37.3541"", ""-121.955""], [""37.3229"", ""-122.032""]]"
Method of manufacturing photosensors,C23C,,,,"[""JP""]","[[""35.7097"", ""139.454""], [""35.6828"", ""139.759""], [""33.8395"", ""132.765""], [""33.8395"", ""132.765""]]"
Method of fabrication of Josephson tunnel junction,C23C,H01L,,,"[""JP"", ""EE""]","[[""36.3658"", ""140.471""], [""36.3658"", ""140.471""], [""57.8386"", ""27.0086""], [""36.3658"", ""140.471""], [""36.3658"", ""140.471""]]"
Coating infra red transparent semiconductor material,C23C,,,,"[""GB""]","[[""52.1912"", ""-2.22066""], [""52.116"", ""-2.3259""]]"
Sputtering apparatus,C23C,,,,"[""JP""]","[[""35.6828"", ""139.759""], [""35.6828"", ""139.759""], [""35.6828"", ""139.759""]]"
Device fabrication incorporating liquid assisted laser patterning of metallization,B05D,B23K,,,"[""US""]","[[""33.0137"", ""-96.6925""], [""32.9482"", ""-96.7297""], [""32.9482"", ""-96.7297""]]"
"Glass-ceramic structures and sintered multilayer substrates thereof with circuit patterns of gold, silver or copper",C03C,H05K,,,"[""BM"", ""US""]","[[""41.5966"", ""-73.9112""], [""41.5966"", ""-73.9112""], [""32.2956"", ""-64.7827""]]"
Method for detecting a position of a micro-mark on a substrate by using an electron beam,H01J,,,,"[""JP""]","[[""35.445"", ""139.637""]]"
Method for exposing an electron beam,H01J,,,,"[""JP""]","[[""35.5305"", ""139.703""], [""35.5305"", ""139.703""], [""35.42"", ""139.39""], [""35.5305"", ""139.703""], [""35.5656"", ""139.236""]]"
Camera tube apparatus for reading documents,H01J,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.445"", ""139.637""]]"
Sawtooth wave oscillator,H03K,,,,"[""JP""]","[[""35.5305"", ""139.703""]]"
Integrated circuit including test portion and method for making,H01L,,,,"[""US""]","[[""41.9587"", ""-71.8626""], [""42.2838"", ""-71.7173""]]"
Semiconductor devices having fuses,H01L,G11C,,,"[""JP""]","[[""35.5305"", ""139.703""], [""35.445"", ""139.637""], [""35.5305"", ""139.703""], [""35.6828"", ""139.759""], [""35.445"", ""139.637""]]"
X-Ray imaging apparatus,H04M,,,,"[""US""]","[[""40.7076"", ""-73.7093""], [""42.3318"", ""-71.1212""], [""42.0987"", ""-75.9125""], [""42.3751"", ""-71.1056""]]"
Thin film magnetoresistive head,G11B,,,,"[""US""]","[[""33.1217"", ""-117.081""]]"
Printed wiring board construction,H05K,,,,"[""US""]","[[""40.015"", ""-105.271""]]"
Lead chalcogenide semiconductor device,H01S,,,,"[""JP""]","[[""35.4873"", ""136.569""], [""34.6833"", ""134.948""], [""34.9291"", ""134.86""]]"
Method for making a semiconductor capacitor,B01J,H01L,,,"[""US""]","[[""37.2638"", ""-122.023""], [""37.2638"", ""-122.023""], [""37.2638"", ""-122.023""]]"
Method of manufacturing a buried contact in semiconductor device,H01L,,,,"[""US""]","[[""37.3791"", ""-122.117""]]"
Method of producing semiconductor devices,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""]]"
Process for manufacturing a tear strip planarization ring for gang bonded semiconductor device interconnect tape,H01L,,,,"[""US""]","[[""37.3362"", ""-121.891""]]"
Passivation of mercury cadmium telluride semiconductor surfaces by ozone oxidation,C23C,,,,"[""US""]","[[""34.4358"", ""-119.828""]]"
Anisotropic silicide etching process,H01L,C03C,B44C,C23F,"[""US""]","[[""38.834"", ""-104.825""], [""38.834"", ""-104.825""]]"
Method for producing dynamic semiconductor memory cells with random access (RAM) by double polysilicon gate technology,B44C,C03C,,,"[""DE""]","[[""48.0753"", ""11.7156""]]"
Far UV patterning of resist materials,B44C,C03C,B05D,,"[""US""]","[[""41.1613"", ""-73.862""], [""41.034"", ""-73.7629""], [""41.2709"", ""-73.7776""]]"
Electrochemical photoetching of compound semiconductors,C25F,,,,"[""US""]","[[""38.9334"", ""-74.9214""], [""38.9334"", ""-74.9214""], [""40.6584"", ""-74.2996""]]"
Negative ion beam selective etching process,C23C,C23F,,,"[""US""]","[[""41.3229"", ""-73.7182""]]"
Low resistance ohmic contact,C25D,,,,"[""US""]","[[""42.3751"", ""-71.1056""], [""42.4154"", ""-71.1564""], [""42.3959"", ""-71.1787""], [""42.3751"", ""-71.1056""]]"
Process for fabricating a semiconductor device,B05D,H01L,,,"[""JP""]","[[""34.9291"", ""134.86""], [""34.8659"", ""135.326""]]"
Chip carrier substrates of hybrid woven glass cloths,B32B,,,,"[""US""]","[[""43.5569"", ""-90.8887""]]"
Photopolymerizable polyamide ester resin compositions containing an oxygen scavenger,G03C,,,,"[""US""]","[[""39.7459"", ""-75.5466""], [""39.9527"", ""-75.1635""], [""39.9307"", ""-75.3202""]]"
Photoconductive member having amorphous layer containing oxygen,G03G,,,,"[""JP""]","[[""35.4727"", ""139.461""], [""35.445"", ""139.637""], [""35.445"", ""139.637""]]"
Low cost sensing system and method employing anistropic magneto-resistive ferrite member,G01R,H01L,,,"[""US""]","[[""42.8265"", ""-73.9643""]]"
Bipolar transistors,H01L,,,,"[""JP""]","[[""35.6611"", ""139.473""], [""34.4068"", ""132.524""], [""35.7994"", ""139.469""]]"
Hetero-junction light-emitting diode,H01L,H01S,,,"[""JP""]","[[""38.2678"", ""140.869""], [""35.445"", ""139.637""]]"
Semiconductor thyristor device with laterally displaced auxiliary and main cathode regions,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""]]"
Floating guard region and process of manufacture for semiconductor reverse conducting switching device using spaced MOS transistors having a common drain region,H01L,,,,"[""US""]","[[""33.8916"", ""-118.395""]]"
Beryllium-gold ohmic contact to a semiconductor device,H01L,,,,"[""US""]","[[""40.6984"", ""-74.4015""], [""40.7409"", ""-74.3837""], [""40.8539"", ""-74.8292""]]"
Semiconductor heat sink assembly including thermally responsive means for increasing compression as the temperature of said assembly increases,H01L,,,,"[""US""]","[[""42.3318"", ""-71.1212""], [""42.4803"", ""-71.0994""]]"
Production of Schottky barrier diode,H01L,,,,"[""JP""]","[[""35.445"", ""139.637""], [""35.445"", ""139.637""]]"
Optical lithographic technique for fabricating submicron-sized Josephson microbridges,H01L,,,,"[""US""]","[[""32.7174"", ""-117.163""], [""32.7174"", ""-117.163""], [""32.7174"", ""-117.163""]]"
Thermal conduction element for semiconductor devices,H01L,,,,"[""US""]","[[""41.7066"", ""-73.9284""]]"
Photomask,G03B,,,,"[""JP""]","[[""35.7994"", ""139.469""], [""35.5516"", ""138.905""], [""35.7252"", ""139.477""], [""35.7097"", ""139.454""], [""35.6852"", ""139.573""]]"
Method of beryllium implantation in germanium substrate,H01L,,,,"[""JP""]","[[""35.5305"", ""139.703""], [""35.5305"", ""139.703""], [""35.445"", ""139.637""], [""35.5305"", ""139.703""]]"
Method of making sub-micron dimensioned NPN lateral transistor,H01L,,,,"[""US""]","[[""34.0991"", ""-118.109""]]"
"Method of making transistors by ion implantations, electron beam irradiation and thermal annealing",H01L,,,,"[""JP""]","[[""35.2731"", ""139.665""], [""35.445"", ""139.637""], [""35.2731"", ""139.665""], [""35.6828"", ""139.759""]]"
Laser process for gettering defects in semiconductor devices,H01L,B23K,,,"[""US""]","[[""37.3229"", ""-122.032""]]"
Method of fabricating semiconductor devices using laser annealing,H01L,,,,"[""CA""]","[[""45.4211"", ""-75.6901""], [""45.4211"", ""-75.6901""], [""45.4279"", ""-75.7111""]]"
Method for manufacturing a semiconductive device,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""]]"
Diffusion of impurities into semiconductor using semi-closed inner diffusion vessel,H01L,,,,"[""JP""]","[[""34.834"", ""135.554""], [""36.5991"", ""140.65""], [""36.5991"", ""140.65""], [""36.5991"", ""140.65""]]"
Etching of optical surfaces,C25F,,,,"[""US""]","[[""40.7409"", ""-74.3837""], [""40.7409"", ""-74.3837""], [""40.5743"", ""-74.6099""]]"
Metal phthalocyanine on a substrate,G21C,,,,"[""US""]","[[""37.3229"", ""-122.032""]]"
Semiconductor materials,C01C,,,,"[""US""]","[[""42.2682"", ""-83.7312""]]"
Method of reworking upper metal in multilayer metal integrated circuits,C23F,B44C,B05D,C03C,"[""US""]","[[""39.6284"", ""-84.1594""], [""39.6895"", ""-84.1688""]]"
Amorphous silicon solar cells incorporating an insulating layer in the body of amorphous silicon and a method of suppressing the back diffusion of holes into an N-type region,H01L,,,,"[""US""]","[[""37.8349"", ""-122.129""]]"
"Laser scanning method for annealing, glass flow and related processes",B23K,,,,"[""US""]","[[""37.3894"", ""-122.083""], [""37.3229"", ""-122.032""]]"
Monolithically integrated circuit for the production of long pulses,H03K,,,,"[""DE""]","[[""48.1371"", ""11.5754""]]"
Germanium semiconducting radiation detector with phosphorus implanted n.sup.+ contact,H01L,,,,"[""DE""]","[[""50.591"", ""6.65255""], [""50.9221"", ""6.3611""]]"
Lead frame for integrated circuit devices,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""], [""35.6828"", ""139.759""]]"
Solid-state image storage device,G11B,H04N,,,"[""JP""]","[[""35.2637"", ""139.15""], [""38.2678"", ""140.869""]]"
"Electrostatic bonded, silicon capacitive pressure transducer",H01G,,,,"[""US""]","[[""41.5758"", ""-72.5025""], [""41.7123"", ""-72.6081""]]"
Semiconductor integrated circuit with vertical implanted polycrystalline silicon resistor,H01L,,,,"[""US""]","[[""29.7589"", ""-95.3677""]]"
Method of fabrication of dielectrically isolated CMOS devices,H01L,,,,"[""US""]","[[""33.4946"", ""-117.147""]]"
Restoration of high infrared sensitivity in extrinsic silicon detectors,H01L,,,,"[""US""]","[[""40.4284"", ""-79.6975""], [""40.4729"", ""-79.8177""]]"
Method of fabricating gallium arsenide burris FET structure for optical detection,H01L,,,,"[""US""]","[[""34.152"", ""-118.828""], [""34.1447"", ""-118.644""]]"
Method of batch-fabricating flip-chip bonded dual integrated circuit arrays,H01L,,,,"[""US""]","[[""40.6954"", ""-80.3048""], [""40.4417"", ""-79.9901""]]"
Method of fabricating a monolithic integrated circuit structure,H01L,,,,"[""US""]","[[""42.5279"", ""-70.9287""], [""42.3096"", ""-71.4413""]]"
"Method of manufacture of high speed, high power bipolar transistor",H01L,,,,"[""US""]","[[""33.8916"", ""-118.395""], [""34.285"", ""-118.438""]]"
Thin film electroluminescence structure,H05B,B32B,,,"[""FI""]","[[""60.2048"", ""24.6568""], [""60.2048"", ""24.6568""], [""60.1998"", ""24.3383""], [""60.2048"", ""24.6568""], [""60.1675"", ""24.9427""], [""60.2048"", ""24.6568""]]"
Oxynitride film and its manufacturing method,B32B,C01B,,,"[""JP""]","[[""38.2678"", ""140.869""], [""38.2678"", ""140.869""]]"
Color imaging devices and color filter arrays using photo-bleachable dyes,G03F,G02B,,,"[""US""]","[[""43.1573"", ""-77.6152""]]"
Sputtered pin amorphous silicon semi-conductor device and method therefor,H01L,,,,"[""US""]","[[""40.6834"", ""-74.4426""], [""40.5687"", ""-75.0946""]]"
Fibre optic measuring device with electrically controlled photoluminescence,G01D,,,,[],"[[null, null], [null, null], [null, null]]"
Transferred electron devices,H01L,,,,"[""GB""]","[[""52.116"", ""-2.3259""], [""52.116"", ""-2.3259""], [""52.116"", ""-2.3259""]]"
Green light emitting device,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""], [""35.445"", ""139.637""], [""35.6828"", ""139.759""], [""35.445"", ""139.637""]]"
Semiconductor device,H01L,,,,"[""JP""]","[[""35.6828"", ""139.759""]]"
"Electrically alterable, nonvolatile floating gate memory device",H01L,G11C,,,"[""US""]","[[""40.5743"", ""-74.6099""]]"
Lateral PNP power transistor,H01L,,,,"[""US""]","[[""42.4321"", ""-71.454""], [""37.3541"", ""-121.955""]]"
Power and ground plane structure for chip carrier,H01L,,,,"[""US""]","[[""44.0315"", ""-70.1045""]]"
Cooling means for semiconductor device,H01L,,,,"[""JP""]","[[""34.8154"", ""134.685""], [""34.8154"", ""134.685""]]"
Chip type tantalum capacitor,H01G,,,,"[""JP""]","[[""34.6493"", ""135.783""], [""34.8182"", ""135.659""], [""34.5908"", ""135.635""], [""34.8659"", ""135.326""]]"
Highly scaleable dynamic ram cell with self-signal amplification,G11C,H01L,B05D,,"[""US""]","[[""37.3791"", ""-122.117""]]"
Semiconductor processor incorporating blackbody radiation source with constant planar energy flux,H05B,,,,"[""US""]","[[""42.6793"", ""-70.8412""], [""42.6376"", ""-70.9495""]]"
Processes for manufacturing insulated-gate semiconductor devices with integral shorts,H01L,,,,"[""US""]","[[""42.8632"", ""-73.7812""]]"
Method for mounting a semiconductor device in a housing,H01L,,,,"[""DE""]","[[""48.0662"", ""11.6102""]]"
Gold metallization in semiconductor devices,H01C,,,,"[""GB""]","[[""52.0941"", ""1.31994""]]"
Process of making multi-layer ceramic package,H05K,,,,"[""US""]","[[""40.4167"", ""-86.8753""], [""40.4167"", ""-86.8753""]]"
Lower temperature glass and hermetic seal means and method,C03C,,,,"[""US""]","[[""33.4255"", ""-111.94""], [""33.4255"", ""-111.94""], [""33.4484"", ""-112.074""]]"
Apparatus for chemical etching of a wafer material,H01L,,,,"[""JP""]","[[""36.3264"", ""138.888""]]"
Edge profile control during patterning of silicon by dry etching with CCl.sub.4 -O.sub.2 mixtures,H01L,,,,"[""US""]","[[""37.3362"", ""-121.891""]]"
Vertical-etch direct moat isolation process,H01L,,,,"[""US""]","[[""33.0137"", ""-96.6925""], [""33.0137"", ""-96.6925""], [""32.9482"", ""-96.7297""]]"
Member for electrostatic photocopying with Si.sub.3 N.sub.4-x (0<x<4),G03G,,,,"[""JP""]","[[""35.6461"", ""139.656""]]"
Solid-state color-image sensor and process for fabricating the same,B29C,B32B,H01L,,"[""JP""]","[[""34.5291"", ""135.502""], [""34.8182"", ""135.659""], [""34.834"", ""135.554""], [""34.8182"", ""135.659""], [""34.8607"", ""135.716""]]"
High performance dynamic sense amplifier with multiple column outputs,H03K,G11C,,,"[""US""]","[[""29.6197"", ""-95.6349""], [""29.7589"", ""-95.3677""], [""29.7589"", ""-95.3677""]]"
Method of making a linear light-detecting diode integrated circuit,H01G,,,,"[""US""]","[[""38.8823"", ""-77.1711""], [""38.8051"", ""-77.047""]]"
Semiconductor wafer with alignment marks and method for manufacturing semiconductor device,H01L,,,,[],"[[null, null]]"
Process for fabricating a logic structure utilizing polycrystalline silicon Schottky diodes,H01L,,,,"[""US""]","[[""37.2266"", ""-121.975""], [""37.3362"", ""-121.891""]]"
Method of simultaneously forming buried resistors and bipolar transistors by ion implantation,H01L,,,,"[""JP""]","[[""34.8182"", ""135.659""]]"
Method for fabricating silicon-on-sapphire monolithic microwave integrated circuits,H01L,,,,"[""US""]","[[""43.0481"", ""-76.1474""], [""43.1065"", ""-76.2177""], [""42.8265"", ""-73.9643""], [""43.1065"", ""-76.2177""], [""43.1065"", ""-76.2177""]]"
Deep bonding methods and apparatus,H01L,,,,"[""US""]","[[""33.7873"", ""-117.85""]]"
Automatic range finder,G01C,H01L,H05B,G03B,"[""JP""]","[[""34.4576"", ""135.564""], [""34.6938"", ""135.501""]]"
Method for the preparation of brittle superconducting material in ultrafine particle form,H01L,,,,"[""US""]","[[""39.9295"", ""-77.0583""], [""40.6028"", ""-79.5648""]]"
Method of forming dielectric isolation of device regions,H01L,C03C,B01J,,"[""JP""]","[[""35.445"", ""139.637""]]"
Method of forming lateral bipolar transistors,H01L,,,,"[""US""]","[[""34.0991"", ""-118.109""]]"
Method of vapor phase growth,C30B,,,,"[""JP""]","[[""35.5642"", ""139.443""]]"
Method of fabricating screen lens array plates,H01L,B44C,C03C,,"[""US""]","[[""37.4443"", ""-122.16""]]"
Apparatus and method for plasma-assisted etching of wafers,C23C,,,,"[""US""]","[[""40.6834"", ""-74.4426""], [""40.6834"", ""-74.4426""]]"
Low temperature process for depositing an oxide dielectric layer on a conductive surface and multilayer structures formed thereby,B05D,C23C,B32B,,"[""US""]","[[""34.0356"", ""-118.689""]]"
Method for manufacturing color filter,G03C,,,,"[""JP""]","[[""34.8182"", ""135.659""], [""34.8607"", ""135.716""]]"
Photovoltaic device having incident radiation directing means for total internal reflection,H01L,,,,"[""US""]","[[""42.5467"", ""-83.2113""], [""41.9403"", ""-85.0005""], [""42.5334"", ""-83.1463""], [""42.3928"", ""-83.0496""], [""42.6056"", ""-83.1499""]]"
Solid state neutron detector,G01T,,,,"[""US""]","[[""38.8823"", ""-77.1711""]]"
Light sensitive screen,H01J,,,,"[""JP""]","[[""35.7097"", ""139.454""], [""35.7252"", ""139.477""], [""35.6602"", ""139.283""], [""33.8395"", ""132.765""], [""35.6828"", ""139.759""], [""33.8395"", ""132.765""]]"
Zener diode,H01L,,,,"[""NL""]","[[""51.4393"", ""5.47863""]]"
Three level poly dynamic ram with poly bit lines,H01L,G11C,,,"[""JP""]","[[""35.445"", ""139.637""]]"
